,rank,finalWorth,age,selfMade,is_male,birthDate,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
0,1,211000,74.0,False,True,-657280800.0,1949.0,3.0,5.0,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
1,2,180000,51.0,True,True,46879200.0,1971.0,6.0,28.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2,3,114000,59.0,True,True,-188474400.0,1964.0,1.0,12.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
3,4,107000,78.0,True,True,-800791200.0,1944.0,8.0,17.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
4,5,106000,92.0,True,True,-1241517600.0,1930.0,8.0,30.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
5,6,104000,67.0,True,True,-447501600.0,1955.0,10.0,28.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
6,7,94500,81.0,True,True,-879847200.0,1942.0,2.0,14.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
7,8,93000,83.0,True,True,-944474400.0,1940.0,1.0,28.0,141.54,3.6,1258286717125,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
8,9,83400,65.0,False,True,-400932000.0,1957.0,4.0,19.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
9,10,80700,67.0,True,True,-434714400.0,1956.0,3.0,24.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
10,11,80500,69.0,False,False,-520077600.0,1953.0,7.0,10.0,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
11,12,79200,50.0,True,True,101916000.0,1973.0,3.0,26.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
12,13,77300,87.0,True,True,-1065520800.0,1936.0,3.0,28.0,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
13,14,76000,49.0,True,True,114703200.0,1973.0,8.0,21.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
14,15,68000,68.0,True,True,-476100000.0,1954.0,12.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
15,16,64400,38.0,True,True,453301200.0,1984.0,5.0,14.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
16,17,59000,87.0,False,True,-1078308000.0,1935.0,11.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
17,17,59000,60.0,False,False,-243770400.0,1962.0,4.0,12.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
18,19,58800,74.0,False,True,-680695200.0,1948.0,6.0,7.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
19,20,57600,78.0,False,True,-794656800.0,1944.0,10.0,27.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
20,21,56700,73.0,False,False,-638618400.0,1949.0,10.0,7.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
21,22,54400,65.0,False,True,-396266400.0,1957.0,6.0,12.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
22,23,50100,58.0,True,True,-153223200.0,1965.0,2.0,23.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
23,24,47200,60.0,True,True,-237463200.0,1962.0,6.0,24.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
24,25,45100,85.0,True,True,-1005213600.0,1938.0,2.0,24.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
25,26,45000,39.0,True,True,441727200.0,1984.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
26,27,42900,83.0,False,True,-955360800.0,1939.0,9.0,24.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
27,28,40100,86.0,True,True,-1052906400.0,1936.0,8.0,21.0,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
28,29,39100,85.0,False,True,-1028282400.0,1937.0,6.0,2.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
29,30,38900,58.0,False,True,-166615200.0,1964.0,9.0,21.0,117.11,1.4,529606710418,79.7,103.9,81.6,24.0,55.4,11484055.0,50.503887,4.469936
30,31,38300,83.0,False,False,-953978400.0,1939.0,10.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
31,31,38300,87.0,False,True,-1079776800.0,1935.0,10.0,15.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
33,34,35300,51.0,True,True,57506400.0,1971.0,10.0,29.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
34,35,35000,77.0,False,False,-764589600.0,1945.0,10.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
35,35,35000,54.0,True,True,-38311200.0,1968.0,10.0,15.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
36,37,34700,30.0,False,True,705157200.0,1992.0,5.0,7.0,118.06,1.5,446314739528,85.1,103.1,81.6,25.4,51.4,8877067.0,47.516231,14.550072
37,38,33400,54.0,True,True,-31572000.0,1969.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
38,39,32600,74.0,True,True,-659527200.0,1949.0,2.0,7.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
39,40,32100,65.0,True,True,-397216800.0,1957.0,6.0,1.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
40,41,31600,74.0,False,True,-673610400.0,1948.0,8.0,28.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
41,41,31600,72.0,False,True,-598960800.0,1951.0,1.0,9.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
42,43,31200,82.0,True,True,-931428000.0,1940.0,6.0,27.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
43,43,31200,78.0,True,False,-781696800.0,1945.0,3.0,26.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
44,45,30200,43.0,True,True,318261600.0,1980.0,2.0,2.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
45,46,29700,87.0,True,True,-1095156000.0,1935.0,4.0,20.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
47,48,28500,64.0,True,True,-361706400.0,1958.0,7.0,17.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
48,49,28100,84.0,True,True,-1000029600.0,1938.0,4.0,25.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
49,50,27800,76.0,True,True,-722080800.0,1947.0,2.0,14.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
50,51,27400,60.0,False,False,-242388000.0,1962.0,4.0,28.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
51,52,27000,69.0,False,False,-501588000.0,1954.0,2.0,9.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
52,53,26700,51.0,True,True,55087200.0,1971.0,10.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
53,54,26600,69.0,False,True,-510746400.0,1953.0,10.0,26.0,141.54,3.6,1258286717125,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
54,55,25600,77.0,True,True,-771847200.0,1945.0,7.0,18.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
55,56,25500,74.0,True,True,-685101600.0,1948.0,4.0,17.0,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
56,57,25300,78.0,True,True,-796989600.0,1944.0,9.0,30.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
57,58,25200,51.0,True,True,68824800.0,1972.0,3.0,8.0,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
58,59,24600,56.0,False,True,-115207200.0,1966.0,5.0,9.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
59,60,24400,52.0,False,False,8258400.0,1970.0,4.0,7.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
60,61,24200,82.0,False,True,-915184800.0,1941.0,1.0,1.0,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
61,62,23700,62.0,True,True,-283860000.0,1961.0,1.0,3.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
62,63,23500,58.0,True,True,-167565600.0,1964.0,9.0,10.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
63,64,23400,80.0,True,True,-864468000.0,1942.0,8.0,11.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
64,65,23100,80.0,False,False,-852112800.0,1943.0,1.0,1.0,131.91,2.6,282318159745,88.5,101.4,80.0,18.2,34.0,18952038.0,-35.675147,-71.542969
65,65,23100,83.0,False,True,-954669600.0,1939.0,10.0,2.0,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
66,67,22900,70.0,True,True,-536493600.0,1953.0,1.0,1.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
67,68,22600,81.0,False,True,-903952800.0,1941.0,5.0,11.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
68,69,22400,65.0,True,True,-391082400.0,1957.0,8.0,11.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
69,70,22100,66.0,True,True,-430912800.0,1956.0,5.0,7.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
70,71,22000,52.0,False,True,22428000.0,1970.0,9.0,18.0,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
71,72,21600,61.0,False,False,-253620000.0,1961.0,12.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
72,72,21600,67.0,True,True,-454240800.0,1955.0,8.0,11.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
73,74,21200,36.0,False,True,527432400.0,1986.0,9.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
74,74,21200,52.0,True,True,23551200.0,1970.0,10.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
75,76,21100,60.0,True,True,-216900000.0,1963.0,2.0,17.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
76,77,21000,90.0,False,True,-1160992800.0,1933.0,3.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
77,77,21000,77.0,True,True,-775130400.0,1945.0,6.0,10.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
78,79,20900,57.0,True,True,-134647200.0,1965.0,9.0,26.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
79,80,20500,72.0,True,True,-610192800.0,1950.0,9.0,1.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
80,81,20200,84.0,True,True,-990612000.0,1938.0,8.0,12.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
81,82,19600,61.0,True,True,-256298400.0,1961.0,11.0,18.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
82,83,19100,73.0,True,True,-643802400.0,1949.0,8.0,8.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
83,84,19000,59.0,True,True,-207914400.0,1963.0,6.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
84,84,19000,55.0,True,True,-58010400.0,1968.0,3.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
86,86,18900,57.0,True,True,-148644000.0,1965.0,4.0,17.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
87,88,18700,57.0,True,True,-122378400.0,1966.0,2.0,15.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
88,89,18500,77.0,True,True,-759232800.0,1945.0,12.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
89,89,18500,65.0,True,True,-388404000.0,1957.0,9.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
90,89,18500,70.0,True,True,-541072800.0,1952.0,11.0,9.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
91,92,18000,61.0,True,True,-251114400.0,1962.0,1.0,17.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
92,93,17700,72.0,False,True,-616932000.0,1950.0,6.0,15.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
93,94,17500,66.0,True,True,-427888800.0,1956.0,6.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
94,94,17500,87.0,True,True,-1069063200.0,1936.0,2.0,16.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
95,94,17500,73.0,False,False,-624448800.0,1950.0,3.0,20.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
96,97,17400,90.0,True,True,-1187949600.0,1932.0,5.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
97,97,17400,83.0,True,True,-944992800.0,1940.0,1.0,22.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
98,99,17100,92.0,False,True,-1224842400.0,1931.0,3.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
99,100,16700,70.0,False,False,-536493600.0,1953.0,1.0,1.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
100,101,16500,72.0,False,True,-599652000.0,1951.0,1.0,1.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
101,101,16500,55.0,False,False,-78832800.0,1967.0,7.0,4.0,116.48,2.8,246489245495,64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962
102,103,16300,72.0,True,True,-599652000.0,1951.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
103,104,16200,75.0,False,True,-702036000.0,1947.0,10.0,4.0,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
104,104,16200,67.0,True,True,-463399200.0,1955.0,4.0,27.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
105,106,16000,55.0,True,True,-56541600.0,1968.0,3.0,18.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
106,107,15900,67.0,True,True,-440330400.0,1956.0,1.0,19.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
109,108,15800,83.0,True,True,-957866400.0,1939.0,8.0,26.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
111,112,15600,67.0,True,True,-449834400.0,1955.0,10.0,1.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
112,113,15500,45.0,True,True,258300000.0,1978.0,3.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
113,114,15300,68.0,True,True,-473421600.0,1955.0,1.0,1.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
114,115,15200,56.0,True,True,-94730400.0,1967.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
115,116,14900,83.0,False,True,-969012000.0,1939.0,4.0,19.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
116,116,14900,81.0,True,True,-887882400.0,1941.0,11.0,13.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
117,118,14800,78.0,True,True,-810036000.0,1944.0,5.0,2.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
118,119,14700,68.0,False,False,-489405600.0,1954.0,6.0,30.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
119,120,14600,60.0,True,True,-240314400.0,1962.0,5.0,22.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
120,121,14500,59.0,True,True,-184240800.0,1964.0,3.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
122,123,14300,95.0,True,True,-1341738000.0,1927.0,6.0,27.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
123,124,14200,55.0,False,True,-80560800.0,1967.0,6.0,14.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
124,124,14200,65.0,True,True,-401709600.0,1957.0,4.0,10.0,267.51,11.4,448120428859,10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277
126,127,14000,67.0,False,True,-449748000.0,1955.0,10.0,2.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
127,128,13900,57.0,True,True,-136807200.0,1965.0,9.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
129,130,13700,78.0,True,True,-786276000.0,1945.0,2.0,1.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
130,130,13700,76.0,True,False,-720698400.0,1947.0,3.0,2.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
131,130,13700,47.0,True,True,193932000.0,1976.0,2.0,24.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
132,133,13300,80.0,True,True,-859024800.0,1942.0,10.0,13.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
133,133,13300,80.0,False,True,-865591200.0,1942.0,7.0,29.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
135,136,13200,60.0,True,True,-221306400.0,1962.0,12.0,28.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
136,137,13100,90.0,True,True,-1162375200.0,1933.0,3.0,3.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
137,138,12900,64.0,True,True,-340884000.0,1959.0,3.0,15.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
138,138,12900,75.0,True,True,-707824800.0,1947.0,7.0,29.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
139,140,12600,58.0,True,True,-179834400.0,1964.0,4.0,21.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
140,141,12300,57.0,True,True,-141213600.0,1965.0,7.0,12.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
141,142,12200,50.0,True,True,97336800.0,1973.0,2.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
142,142,12200,69.0,True,True,-512301600.0,1953.0,10.0,8.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
143,144,12100,72.0,True,True,-614080800.0,1950.0,7.0,18.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
144,145,12000,59.0,False,False,-194263200.0,1963.0,11.0,6.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
146,147,11600,82.0,True,True,-935575200.0,1940.0,5.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
147,148,11500,38.0,True,True,466178400.0,1984.0,10.0,10.0,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
148,148,11500,73.0,True,True,-627213600.0,1950.0,2.0,16.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
149,148,11500,73.0,True,True,-627213600.0,1950.0,2.0,16.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
150,151,11400,59.0,True,True,-189424800.0,1964.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
151,151,11400,50.0,True,True,80488800.0,1972.0,7.0,21.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
152,153,11300,74.0,True,True,-670759200.0,1948.0,9.0,30.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
153,153,11300,69.0,True,True,-514893600.0,1953.0,9.0,8.0,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
154,153,11300,62.0,False,True,-306928800.0,1960.0,4.0,11.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
155,153,11300,57.0,True,True,-147261600.0,1965.0,5.0,3.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
156,157,11100,88.0,True,True,-1119607200.0,1934.0,7.0,11.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
157,157,11100,72.0,False,True,-618141600.0,1950.0,6.0,1.0,158.93,4.1,351431649241,22.4,100.9,63.9,27.5,29.2,58558270.0,-30.559482,22.937506
159,159,11000,51.0,True,True,63036000.0,1972.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
160,161,10900,83.0,False,True,-947152800.0,1939.0,12.0,28.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
161,161,10900,85.0,True,False,-1026986400.0,1937.0,6.0,17.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
162,161,10900,67.0,False,True,-448279200.0,1955.0,10.0,19.0,141.54,3.6,1258286717125,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
163,164,10700,93.0,False,True,-1275210000.0,1929.0,8.0,5.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
164,165,10600,81.0,True,True,-901792800.0,1941.0,6.0,5.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
165,165,10600,73.0,True,True,-631188000.0,1950.0,1.0,1.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
166,167,10500,57.0,True,True,-120218400.0,1966.0,3.0,12.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
167,167,10500,39.0,True,True,441727200.0,1984.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
168,167,10500,45.0,True,True,242661600.0,1977.0,9.0,10.0,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
169,170,10300,70.0,True,True,-539344800.0,1952.0,11.0,29.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
170,171,10200,43.0,True,True,311608800.0,1979.0,11.0,17.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
171,171,10200,60.0,False,True,-232624800.0,1962.0,8.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
172,171,10200,82.0,True,True,-923997600.0,1940.0,9.0,21.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
